Category ID	Category Name	Number	Name
570	Batman I	7780-1	The Batboat: Hunt for Killer Croc
570	Batman I	7781-1	The Batmobile: Two-Face's Escape
570	Batman I	7782-1	The Batwing: The Joker's Aerial Assault
976	LEGO Brand / LEGOLAND Parks	LLOlli-1	Dragon Sculpture, Olli the Dragon Holding Sign (Legoland Deutschland)
167	DUPLO / Basic Set	1957-1	Building Set with Storage Bunny
167	DUPLO / Castle	7846-1	Dragon Tournament
166	Educational & Dacta / Town	9356-1	Town Environment
423	Classic / Supplemental	427-1	8 Plates 2 x 8 (The Building Toy)
423	Classic / Supplemental	428-1	5 Plates 4 x 8 (The Building Toy)
423	Classic / Supplemental	429-1	4 Plates 6 x 8 (The Building Toy)
423	Classic / Supplemental	430-2	Six Trees and Bushes (The Building Toy)
171	Creator / Basic Set	6092-1	50 Jahre In Deutschland
171	Creator / Supplemental	4782-2	Creator 200 Piece Box of Bricks - Individual Retail Version
166	Educational & Dacta	31523-1	Counting Bricks
422	Universal Building Set / Basic Set	1707-1	20th Anniversary Jackpot Bucket
63	Service Packs	6-1	Motor Wires
171	Creator / Basic Set	4105-3	487 Piece Red Bucket
166	Educational & Dacta / Town	9247-2	Community Workers {2006 Version}
273	BIONICLE / Supplemental	6638-1	Ultimate Creatures Accessory Set (Special Edition) 300+ Pieces
273	BIONICLE / Titans	8626-1	Irnakk
290	Value Packs / Space	1530-1	Space 2 for 1 Bonus Offer
167	DUPLO / DUPLO, Train	2735-2	Curved Track (Dark Bluish Gray)
167	DUPLO / DUPLO, Town / Zoo	4971-1	Zoo Vehicles
537	Quatro	5476-1	My First LEGO QUATRO Set
179	Racers / Tiny Turbos	6111-1	Street Chase
179	Racers / Tiny Turbos	8662-1	Blue Renegade
63	Service Packs / Space	1179-1	Replacement Space Siren
48	Belville / Recreation	5977-1	Bears on the Beach polybag
63	Service Packs / Technic	5210-1	Elastic Bands
473	Sports / Soccer	3570-1	Street Soccer
473	Sports / Soccer	3569-1	Grand Soccer Stadium
473	Sports / Soccer	3568-1	Soccer Target Practice
167	DUPLO / Basic Set	1501-1	Large Storage Bucket
570	Batman I	7783-1	The Batcave: The Penguin and Mr. Freeze's Invasion
570	Batman I	7784-1	The Batmobile Ultimate Collectors' Edition
423	Classic / Supplemental	442A-1	6 International Flags (The Building Toy)
423	Classic / Supplemental	426-1	7 Named Beams (The Building Toy)
423	Classic / Supplemental	432-1	Road Signs (The Building Toy)
167	DUPLO / DUPLO, Train	2734-2	Straight Track (Dark Bluish Gray)
67	Town / City	66116-1	City Emergency Services Vehicles (7235, 7236, 7245, 7890, 7902, 7903)
976	LEGO Brand / LEGOLAND Parks	AMFlag-1	American Flag with Sticker For Stars (Legoland California)
273	BIONICLE	65716-1	Limited Edition Collector Pack with Vohtarak, Sidorak, and Life-Size Toa Hordika Mask (8742, 8756)
65	Star Wars / Star Wars Episode 3	7261-2	Clone Turbo Tank (with Non-Light-Up Mace Windu)
568	Exo-Force	7712-1	Supernova
273	BIONICLE / Toa Inika	8727-1	Inika Toa Jaller
273	BIONICLE / Toa Inika	8728-1	Inika Toa Hahli
273	BIONICLE / Toa Inika	8729-1	Inika Toa Nuparu
273	BIONICLE / Toa Inika	8730-1	Inika Toa Hewkii
273	BIONICLE / Toa Inika	8731-1	Inika Toa Kongu
273	BIONICLE / Toa Inika	8732-1	Inika Toa Matoro
63	Service Packs	710-6	Baseplate Assortment
63	Service Packs	701-1	Hinges
273	BIONICLE / Titans	8764-1	Vezon & Fenrakk
171	Creator / Basic Set	6092-2	Half Strata Tub - Better Building More Fun, Special Edition - 700 Pieces
422	Universal Building Set / Basic Set	1-7	Basic Set
423	Classic / Wooden Box Set	710-4	Wooden Storage Box with Contents
423	Classic / Wooden Box Set	711-4	Wooden Storage Box Large, Empty
568	Exo-Force	5966-1	Hikaru's Training Glider polybag
568	Exo-Force	5967-1	Takeshi Walker 2 polybag
423	Classic / Jumbo Bricks	503-2	Pre-School Large Set
423	Classic / Jumbo Bricks	501-3	JUMBO Pull Toy
179	Racers / Supplemental	4243532-1	Stunt Pack
63	Service Packs	4-1	Propellers and Wheels
63	Service Packs	5-1	Hinges
293	Baby	5468-1	Rattle and Stack polybag
976	LEGO Brand / LEGOLAND Parks	LLCA26-1	Golf Bag, Balls & Clubs (Legoland California)
294	Primo	2168-1	Rattle
171	Creator / Basic Set	5475-1	Girls Fantasy Bucket
167	DUPLO / Supplemental	2598-1	Large Red Building Plate
171	Creator / Basic Set	4103-2	Fun with Bricks (4293364) - with Minifigure
34	Space / UFO	VP-5	UFO Value Pack
171	Creator / Supplemental	6114-1	Creator 200 + 40 Special Elements
437	Explore / Explore Imagination / DUPLO / Basic Set	5213-1	Big Bricks Box
273	BIONICLE / Titans	8625-1	Umbra
273	BIONICLE / Playsets	8892-1	Piraka Outpost
273	BIONICLE / Playsets	8893-1	Lava Chamber Gate
273	BIONICLE / Playsets	8894-1	Piraka Stronghold
9	Castle / Knights Kingdom II	65768-1	Jayko Value Pack 8783 and 8772 with Sword and Helmet
422	Universal Building Set / Supplemental	941-1	Black and Clear Bricks
395	Samsonite / Model Maker / Airport	367-2	Mini-Airport and Vehicles
67	Town / City / Airport	7893-2	Passenger Plane - ANA version
478	Bulk Bricks	B001-1	1 x 4 x 5 Black Window Frames, Transparent Blue Panes
573	SpongeBob SquarePants	3825-1	Krusty Krab
573	SpongeBob SquarePants	3826-1	Build-A-Bob
573	SpongeBob SquarePants	3827-1	Adventures in Bikini Bottom
171	Creator / Model / Riding Cycle	4893-1	Revvin' Riders
171	Creator / Model / Traffic	4896-1	Roaring Roadsters
171	Creator / Model / Creature	4894-1	Mythical Creatures
171	Creator / Model / Airport	4895-1	Motion Power
574	Avatar The Last Airbender	3828-1	Air Temple
574	Avatar The Last Airbender	3829-1	Fire Nation Ship
63	Service Packs / Technic	1162-1	Pneumatic Pump Cylinder, Yellow
63	Service Packs	1126-1	Jack, Blue
63	Service Packs	1241-1	Digger Bucket Assembly
273	BIONICLE / Toa Hordika	K8741-1	Toa Hordika Deluxe Collection (8736, 8737, 8738, 8739, 8740, 8741)
53	Adventurers / Desert	1024601-1	Adventurers Value Pack (TRU Exclusive)
9	Castle / Knights Kingdom I	10176-1	Royal King's Castle
537	Quatro	5470-1	My First Quatro Figure
67	Town / City / Police	7237-2	Police Station - WITHOUT Light-Up Minifigure
273	BIONICLE / Supplemental	6620-1	Ultimate Accessory Set 500
65	Star Wars / Ultimate Collector Series / Star Wars Episode 4/5/6	10174-1	Imperial AT-ST - UCS
570	Batman I	7785-1	Arkham Asylum
167	DUPLO / Playhouse	4966-1	Doll's House
167	DUPLO / Basic Set	5481-1	Zoo
166	Educational & Dacta / DUPLO / Supplemental	9224-1	Community People
166	Educational & Dacta / DUPLO / DUPLO, Town / Fire	9240-1	Fire Station (Fire Rescue Services Set)
166	Educational & Dacta / DUPLO / DUPLO, Town / Traffic	9211-1	Community Transport
166	Educational & Dacta / DUPLO / DUPLO, Town / Farm	9233-1	Farm
166	Educational & Dacta / DUPLO / DUPLO, Town / Hospital	9232-1	Hospital
166	Educational & Dacta / DUPLO / DUPLO, Train	9212-1	Push Train Set
166	Educational & Dacta / DUPLO / DUPLO, Town / Farm	9239-1	Stable Set
166	Educational & Dacta / Town	9321-1	Transportation Set
166	Educational & Dacta / DUPLO / DUPLO, Town / Recreation	9236-1	Garden Set
166	Educational & Dacta / DUPLO / DUPLO, Town / Traffic	9237-1	Garage
166	Educational & Dacta / DUPLO / Playhouse	9231-1	Playhouse Set
166	Educational & Dacta / Soft Bricks	9024-1	Soft Imagination Set
166	Educational & Dacta / DUPLO / DUPLO, Town / Farm	9238-1	Farm Animals
166	Educational & Dacta / DUPLO / Dolls	9234-1	Dolls Family Set
568	Exo-Force	7709-1	Sentai Fortress
568	Exo-Force	7707-1	Striking Venom
273	BIONICLE / Playsets	8624-1	Race for the Mask of Life
273	BIONICLE / Visorak	K8747-1	Visorak Collection (8742, 8743, 8744, 8745, 8746, 8747)
273	BIONICLE / Piraka	K8900-1	Piraka Collection (8900, 8901, 8902, 8903, 8904, 8905)
273	BIONICLE / Titans	K8755-1	Titans Collection (8755, 8756, 8761)
273	BIONICLE / Matoran of Voya Nui	K8725-1	Matoran of Voya Nui Collection (8721, 8722, 8723, 8724, 8725, 8726)
623	X-Pod / Creator	K4415-1	X-Pod Creator Collection
166	Educational & Dacta / DUPLO / Learning	9543-1	Math Games Set
166	Educational & Dacta / Learning	9544-1	Math Machines Set
568	Exo-Force	7706-1	Mobile Defense Tank
166	Educational & Dacta / Technic	9607-1	Technology Activity Set (Manufacturing Systems Set)
166	Educational & Dacta / Explore / Explore Imagination / DUPLO / Basic Set	9030-1	Animates
166	Educational & Dacta / Explore / Explore Imagination	9075-1	Music Builder
166	Educational & Dacta / DUPLO / Learning	9542-1	Early Math Shape and Space Set
166	Educational & Dacta / DUPLO / Learning	9541-1	Early Math Measurement Set
166	Educational & Dacta / Explore / Explore Logic / DUPLO / Learning	9540-1	Early Math Numbers Set
179	Racers / Tiny Turbos	8681-1	Tuner Garage
179	Racers / Power Racers	K8667-1	Pullback Racer Collection
166	Educational & Dacta / DUPLO / Toolo	9203-2	Tech Machines Set
390	Holiday & Event / Advent Sub-Set / Creator	4524-2	Advent Calendar 2002, Creator (Day  1) - Cat
390	Holiday & Event / Advent Sub-Set / Creator	4524-3	Advent Calendar 2002, Creator (Day  2) - Max
390	Holiday & Event / Advent Sub-Set / Creator	4524-4	Advent Calendar 2002, Creator (Day  3) - Fireplace
390	Holiday & Event / Advent Sub-Set / Creator	4524-5	Advent Calendar 2002, Creator (Day  4) - Santa
390	Holiday & Event / Advent Sub-Set / Creator	4524-6	Advent Calendar 2002, Creator (Day  5) - Ambulance
390	Holiday & Event / Advent Sub-Set / Creator	4524-7	Advent Calendar 2002, Creator (Day  6) - Penguin
390	Holiday & Event / Advent Sub-Set / Creator	4524-8	Advent Calendar 2002, Creator (Day  7) - Tina
390	Holiday & Event / Advent Sub-Set / Creator	4524-9	Advent Calendar 2002, Creator (Day  8) - Frog with Hat
976	LEGO Brand / LEGOLAND Parks / Pirates	LLCA27-1	Legoland Pirate with Parrot (Legoland California)
179	Racers / Radio Control	8675-1	Outdoor Challenger
179	Racers / Radio Control	8676-1	Sunset Cruiser
179	Racers / Power Racers	8682-1	Nitro Intimidator
36	Technic / Model / Construction	8288-1	Crawler Crane
171	Creator / Basic Set	5482-1	Ultimate LEGO House Building Set (Red Tub)
9	Castle / Knights Kingdom II	8813-1	Battle at the Pass
548	Vikings	7020-1	Army of Vikings with Heavy Artillery Wagon
548	Vikings	7021-1	Viking Double Catapult vs. the Armoured Ofnir Dragon
124	Train / Supplemental / RC Train	7895-1	Switching Tracks
124	Train / Supplemental / RC Train	7896-1	Straight & Curved Rails
59	MINDSTORMS / NXT	9798-1	Rechargeable Battery for Lego Mindstorms NXT, AC plug
124	Train / Supplemental / RC Train	K7895-1	Oval Track for RC Trains
124	Train / Supplemental / RC Train	K7896-1	Deluxe Track for RC Trains
166	Educational & Dacta / Technic	1092-1	Technic Control II
166	Educational & Dacta / Technic	1090-1	Technic Control I
478	Bulk Bricks	BAG6-1	Gray Brick Separator with Black Frame Pieces
273	BIONICLE / Toa Inika	K8727-1	Toa Inika Collection (8727, 8728, 8729, 8730, 8731, 8732)
59	MINDSTORMS / NXT	9842-1	NXT Servo Motor
59	MINDSTORMS / NXT	9841-1	NXT Intelligent Brick
59	MINDSTORMS / NXT	9844-1	NXT Light Sensor
59	MINDSTORMS / NXT	9843-1	NXT Touch Sensor
59	MINDSTORMS / NXT	9845-1	NXT Sound Sensor
59	MINDSTORMS / NXT	9846-1	NXT Ultrasonic Sensor
59	MINDSTORMS / NXT	9847-2	NXT Bluetooth Dongle
166	Educational & Dacta / Technic / Supplemental	9767-1	Interface Card and Cable for TC Logo - Apple IIe and Apple IIGS
166	Educational & Dacta / Technic / Supplemental	9771-1	Interface Card and Cable for TC Logo - IBM compatible
167	DUPLO / Bob The Builder	3299-1	Scrambler and Dizzy at Bob's Workshop
167	DUPLO / Bob The Builder	3298-1	Lift and Load Sumsy
167	DUPLO / Pirates	7880-1	Big Pirate Ship
167	DUPLO / Pirates	7881-1	Pirate Ship
167	DUPLO / Pirates	7882-1	Shark Attack
167	DUPLO / Pirates	7883-1	Treasure Hunt
273	BIONICLE / Titans	10204-1	Vezon & Kardas
67	Town / City	4287744-1	City Value Pack - 7241, 7246 - shrinkwrapped, Target Country in Australia
166	Educational & Dacta / Soft Bricks	9023-1	Soft Brick Activity Set
124	Train / 9V / World City	K10158-1	Deluxe High Speed Train Collection
166	Educational & Dacta / Service Packs / Technic	9941-1	Cams and Linkages
166	Educational & Dacta / Service Packs / Technic	9918-1	Gear Block, Yellow
166	Educational & Dacta / Service Packs / Technic	1343-1	Optosensors (4.5V) and Discs
976	LEGO Brand / LEGOLAND Parks	LLCA28-1	Polly and Paco Parrots (LLCA Ambassador Pass Exclusive)
390	Holiday & Event / Advent / City	7904-1	Advent Calendar 2006, City
390	Holiday & Event / Advent Sub-Set / City	7904-2	Advent Calendar 2006, City (Day  1) - Construction Worker
390	Holiday & Event / Advent Sub-Set / City	7904-4	Advent Calendar 2006, City (Day  3) - Traffic Cone, Barricade, Cement Finisher
390	Holiday & Event / Advent Sub-Set / City	7904-5	Advent Calendar 2006, City (Day  4) - Airport Ground Crew
390	Holiday & Event / Advent Sub-Set / City	7904-6	Advent Calendar 2006, City (Day  5) - Hand Truck and Luggage
390	Holiday & Event / Advent Sub-Set / City	7904-7	Advent Calendar 2006, City (Day  6) - X-Ray Machine
390	Holiday & Event / Advent Sub-Set / City	7904-8	Advent Calendar 2006, City (Day  7) - Doctor with bag
390	Holiday & Event / Advent Sub-Set / City	7904-9	Advent Calendar 2006, City (Day  8) - Hospital Bed with IV Stand
390	Holiday & Event / Advent Sub-Set / City	7904-11	Advent Calendar 2006, City (Day 10) - Train Conductor with Signal Paddle
390	Holiday & Event / Advent Sub-Set / City	7904-12	Advent Calendar 2006, City (Day 11) - Level Crossing and Signal
390	Holiday & Event / Advent Sub-Set / City	7904-13	Advent Calendar 2006, City (Day 12) - Train Handcar
390	Holiday & Event / Advent Sub-Set / City	7904-14	Advent Calendar 2006, City (Day 13) - Street Cleaner
390	Holiday & Event / Advent Sub-Set / City	7904-15	Advent Calendar 2006, City (Day 14) - Street Cleaner's Pushcart
390	Holiday & Event / Advent Sub-Set / City	7904-16	Advent Calendar 2006, City (Day 15) - Phone Kiosk
390	Holiday & Event / Advent Sub-Set / City	7904-17	Advent Calendar 2006, City (Day 16) - Police Officer with Signal Paddle
390	Holiday & Event / Advent Sub-Set / City	7904-18	Advent Calendar 2006, City (Day 17) - Police Barricade and Speed Limit Sign
390	Holiday & Event / Advent Sub-Set / City	7904-19	Advent Calendar 2006, City (Day 18) - Speed Radar Gun
390	Holiday & Event / Advent Sub-Set / City	7904-20	Advent Calendar 2006, City (Day 19) - Mechanic
390	Holiday & Event / Advent Sub-Set / City	7904-21	Advent Calendar 2006, City (Day 20) - Tool Chest
390	Holiday & Event / Advent Sub-Set / City	7904-22	Advent Calendar 2006, City (Day 21) - Work Bench with Vise
390	Holiday & Event / Advent Sub-Set / City	7904-23	Advent Calendar 2006, City (Day 22) - Firefighter
390	Holiday & Event / Advent Sub-Set / City	7904-24	Advent Calendar 2006, City (Day 23) - Water Cannon and Burning Oil Drum
390	Holiday & Event / Advent Sub-Set / City	7904-25	Advent Calendar 2006, City (Day 24) - Santa, Tree, Gifts, & Fireplace
390	Holiday & Event / Advent Sub-Set / City	7904-10	Advent Calendar 2006, City (Day  9) Computer, Desk & Chair
390	Holiday & Event / Advent Sub-Set / City	7904-3	Advent Calendar 2006, City (Day  2) - Traffic Control Sticks
167	DUPLO / DUPLO, Town / Police	4965-1	Police Action
167	DUPLO / DUPLO, Town / Farm	2458-1	Barnyard / Farm
65	Star Wars / Star Wars Episode 4/5/6	6212-1	X-wing Fighter
422	Universal Building Set / Basic	1878-1	Small Bucket
124	Train / 9V	10173-1	Holiday Train
169	Sculptures	10177-1	Boeing 787 Dreamliner
63	Service Packs	1240-1	Hinges and Tilted Bearings, Light Gray
422	Universal Building Set / Basic	1964-1	Basic Building Set
422	Universal Building Set / Basic	1962-1	Basic Building Set
422	Universal Building Set / Basic	1963-1	Basic Set with Storage Case
983	Promotional	CCegg-1	Chupa Chups Egg with Surprise Lego Set
548	Vikings / Games	851861-1	Chess
9	Castle / Lion Knights	0011-3	Castle 2 for 1 Bonus Offer
423	Classic / Town Plan	810-2	Town Plan - Continental European
570	Batman I	DC1-1	Commemorative Limited Edition Batman - San Diego Comic-Con 2006 Exclusive
166	Educational & Dacta / MINDSTORMS / NXT	9648-1	Mindstorms Education Resource Set
65	Star Wars / Ultimate Collector Series / Star Wars Episode 4/5/6	10175-1	Vader's TIE Advanced  - UCS
478	Bulk Bricks	F6316-1	Flags and Posts
273	BIONICLE / Matoran of Mata Nui	8584-2	Hewkii (Kabaya Version)
273	BIONICLE / Matoran of Mata Nui	8585-2	Hafu (Kabaya Version)
273	BIONICLE / Matoran of Mata Nui	8586-2	Macku (Kabaya Version)
166	Educational & Dacta / MINDSTORMS / NXT	9797-1	Mindstorms Education NXT Base Set
171	Creator / Basic Set	1270-2	Trial Size Bag - Chromika polybag
167	DUPLO / Basic Set	2424-1	Basic Building Bucket
422	Universal Building Set / Basic	1617-1	Small Bucket
395	Samsonite / Basic Set	244-1	Explorer Set
395	Samsonite / Basic Set	99-1	Gift Set
423	Classic / HO 1:87 Vehicles	1270-1	5 Cyclists / Motorcyclists
67	Town / City / Police / Games	851848-1	Tic Tac Toe
67	Town / City / Games	851847-1	Ludo
423	Classic / Town Plan	200A-1	Town Plan Wooden Board
273	BIONICLE	6934-1	Good Guy (Disney Promotional Sweden) polybag
171	Creator / Supplemental	6112-1	World of Bricks
422	Universal Building Set / Classic Basic	4249-1	Basic Suitcase
395	Samsonite / Town Plan	246-1	Town Plan Board
179	Racers / Radio Control	8369-2	Dirt Crusher RC (Blue)
422	Universal Building Set / Basic Set	1965-1	Basic Building Set
9	Castle / Knights Kingdom II	65580-1	Knights' Kingdom Value Pack 8772 and 8774 with Foam Helmet
273	BIONICLE	6935-1	Bad Guy (Disney Promotional Sweden) polybag
273	BIONICLE / Titans	K8764-1	Warriors of Voya Nui Collection
423	Classic / Town Plan / Police	271-2	Traffic Police Set
486	Designer Sets / Airport	4882-2	Speed Wings - ANA version
277	LEGOLAND / Police	628-2	Police Helicopter
36	Technic / Model / Fire	8289-1	Fire Truck
59	MINDSTORMS / NXT	8529-1	Connector Cables for Mindstorms NXT
59	MINDSTORMS / NXT	8528-1	Converter Cables for Mindstorms NXT
63	Service Packs	1209-1	Fences and Gates
568	Exo-Force	8100-1	Cyclone Defender
568	Exo-Force	8103-1	Sky Guardian
568	Exo-Force	8104-1	Shadow Crawler
568	Exo-Force	8105-1	Iron Condor
54	Aquazone / Aquaraiders II	7774-1	Crab Crusher
54	Aquazone / Aquaraiders II	7773-1	Tiger Shark Attack
54	Aquazone / Aquaraiders II	7770-1	Deep Sea Treasure Hunter
568	Exo-Force	7713-1	Bridge Walker vs. White Lightning
516	4 Juniors / Pirates	7075-2	Captain Redbeard's Pirate Ship - Limited Edition with Motor
273	BIONICLE	7216-1	Gold Good Guy - Looking Right (Duracell 8 pack AA) {Turaga Lhikan}
394	Minitalia	3-6	Medium House Set
390	Holiday & Event / Christmas	4169306A-1	Christmas Tree Ornament
390	Holiday & Event / Christmas	4169306B-1	Snowman Ornament
390	Holiday & Event / Christmas	4169306C-1	Santa Claus Ornament
36	Technic / Model / Construction	8271-1	Wheel Loader
36	Technic / Model / Off-Road	8272-1	Snowmobile
437	Explore / Explore Imagination / DUPLO / Basic Set	4081-1	Small Bucket
486	Designer Sets / Building	VP-6	Building Bonanza Value Pack (4886, 7280, 7281)
78	FreeStyle	4244-1	Large Bulk Bucket
166	Educational & Dacta / DUPLO / DUPLO, Train	9154-1	DUPLO Bridge and Rails
166	Educational & Dacta / DUPLO / DUPLO, Town / Airport	9156-1	DUPLO Airport
273	BIONICLE / Supplemental	8530-2	Kanohi Mask Pack (Non-US Version)
171	Creator / Model / Building	4956-1	House
65	Star Wars / Star Wars Episode 4/5/6	7659-1	Imperial Landing Craft
65	Star Wars / Star Wars Episode 3	7656-1	General Grievous Starfighter
65	Star Wars / Star Wars Episode 4/5/6	7658-1	Y-wing Fighter
273	BIONICLE / Barraki	8917-1	Kalmah
273	BIONICLE / Barraki	8919-1	Mantax
273	BIONICLE / Barraki	8921-1	Pridak
273	BIONICLE / Barraki	8920-1	Ehlek
273	BIONICLE / Barraki	8916-1	Takadox
273	BIONICLE / Matoran of Mahri Nui	8929-1	Defilak
273	BIONICLE / Matoran of Mahri Nui	8931-1	Thulox
273	BIONICLE / Matoran of Mahri Nui	8930-1	Dekar
273	BIONICLE / Matoran of Mahri Nui	8932-1	Morak
171	Creator / Basic Model / Construction	4915-1	Mini Construction
171	Creator / Basic Model / Creature	4916-1	Mini Animals
171	Creator / Basic Model / Robot	4917-1	Mini Robots
171	Creator / Basic Model / Airport	4918-1	Mini Flyers
179	Racers / Ferrari	8143-1	Ferrari F430 Challenge
179	Racers / Ferrari	8142-1	Ferrari 248 F1 1:24 (Vodafone version)
36	Technic / Model / Construction	8270-1	Rough Terrain Crane
568	Exo-Force	5965-1	Exo-Suit Robot polybag
976	LEGO Brand / LEGOLAND Parks / Pirates	LLCA29-1	Pirate Treasure Chest Bank (LLCA Ambassador Pass Exclusive)
976	LEGO Brand / LEGOLAND Parks / Pirates	LLCA30-1	Pirate Ship Diorama (LLCA Ambassador Pass Exclusive)
63	Service Packs / Town	1245-1	T- and Intersection Plates
63	Service Packs / Town	1244-1	Runway Plates
63	Service Packs / Train	1239-2	Remote Control for Electric Points
166	Educational & Dacta / Service Packs	1327-1	Red/Black Plates
167	DUPLO / Basic Set	5480-1	Town Building
273	BIONICLE	7217-1	Bad Guy (Duracell 12 pack AA Battery Promotion) {Braca}
167	DUPLO / Western / Indians	2838-1	Big Chief's Family
273	BIONICLE / Toa Hordika	66138-1	Toa Hordika Collection
166	Educational & Dacta / Universal Building Set	951178-1	Basic Bricks
36	Technic / Competition	8483-1	CyberMaster with Storage Case
171	Creator / Basic Set	5491-1	XXL 2000 Barrel
545	FIRST LEGO League	9763-1	FIRST LEGO League (FLL) Challenge 2006 - Nano Quest
273	BIONICLE	7216-2	Gold Good Guy - Looking Left (Duracell 12 pack AA) {Turaga Lhikan}
179	Racers / Tiny Turbos	4949-1	Blue Buggy polybag
59	MINDSTORMS / NXT	MS1034-1	Compass Sensor for Mindstorms NXT
67	Town / Town Jr. / Fire	VP-7	Fire Value Pack (6554, 6407, 6564)
67	Town / City / Airport	66156-1	Airport Value Pack (TRU Exclusive)
166	Educational & Dacta / Supplemental	1052-1	{Spare Elements}
166	Educational & Dacta / DUPLO / Mosaic	1012-1	Mosaic Set
166	Educational & Dacta / Supplemental	1077-1	Supplementary Set for 1050
166	Educational & Dacta / Supplemental	1084-1	{Spare Elements - Structures}
273	BIONICLE / Toa Metru	65468-1	Toa Metru Twin Pack with Kanoka and Poster
473	Sports / Soccer	4184912-1	Black Bus with Ball (Mannschaftsbus + Ball)
167	DUPLO / Supplemental	1502-2	Basic Set + Duffle Bag
124	Train / 9V	K10173-1	9V Holiday Train Collection
273	BIONICLE / Supplemental	8934-1	Squid Ammo
273	BIONICLE / Warriors	8935-1	Nocturn
169	Sculptures / Mosaic	6162-1	A World of LEGO Mosaic 4 in 1
169	Sculptures / Mosaic	6163-1	A World of LEGO Mosaic 9 in 1
54	Aquazone / Aquaraiders II	7771-1	Angler Ambush
54	Aquazone / Aquaraiders II	7772-1	Lobster Strike
473	Sports / Soccer	1428-2	Small Soccer Set 1 polybag
473	Sports / Soccer	1429-2	Small Soccer Set 2 polybag
473	Sports / Soccer	1430-2	Small Soccer Set 3 polybag
167	DUPLO / Basic Set	1900-2	Special Trial Pack
167	DUPLO / Basic Set	5352-3	Tub with Baby Orca and Minifigures
54	Aquazone / Aquaraiders II	7775-1	Aquabase Invasion
67	Town / City / Fire	7942-1	Off Road Fire Rescue
67	Town / City / Fire	7944-1	Fire Hovercraft
179	Racers / Tiny Turbos	8130-1	Terrain Crusher
179	Racers / Tiny Turbos	8131-1	Raceway Rider
179	Racers / Tiny Turbos	8132-1	Night Driver
179	Racers / Tiny Turbos	8133-1	Rally Runner
273	BIONICLE / Titans	3287-1	Takutanuva
273	BIONICLE / Matoran of Mahri Nui	K8929-1	Matoran of Mahri Nui Collection
395	Samsonite / Basic Set	102-3	Super Value Set
568	Exo-Force	8101-1	Claw Crusher
568	Exo-Force	8102-1	Blade Titan
976	LEGO Brand / LEGO Brand Store / Building Event	GATOR-1	LEGO Brand Store Exclusive Build - Boford P. Alligator
167	DUPLO / Basic Set	1657-1	Bird
171	Creator / Model / Traffic	4939-1	Cool Cars
273	BIONICLE	65808-1	Toa Hordika Value Pack
273	BIONICLE	7216-3	Gold Good Guy - Looking Right (Duracell 12 pack AA) {Turaga Lhikan}
490	Clikits	7215-1	Frame & Hairband polybag
390	Holiday & Event / Christmas	10106-1	Snowflake polybag
422	Universal Building Set / Airport	4038-1	Fun Flyer polybag
124	Train / Supplemental / 9V	2159-1	9V Train Track Starter Collection
124	Train / Supplemental / 9V	4206-1	9V Train Switching Track Collection
124	Train / 9V	K2159-1	Holiday Train Starter Collection
166	Educational & Dacta / Technic	9632-1	Science & Technology Base Set
65	Star Wars / Star Wars Episode 4/5/6	7657-1	AT-ST
65	Star Wars / Star Wars Episode 3	7655-1	Clone Troopers Battle Pack
65	Star Wars / Star Wars Episode 3	7654-1	Droids Battle Pack
273	BIONICLE / Barraki	8918-1	Carapar
167	DUPLO / Basic Set	5353-1	Bucket
67	Town / City / Fire	7945-1	Fire Station
63	Service Packs / Technic	1160-1	Pneumatic Tubing 600 mm Gray and 1000 mm Black
63	Service Packs	1172-1	Colored Globes
63	Service Packs	1171-1	Lighting Brick with Red and Blue Globes
167	DUPLO / Basic Set	5492-1	Limited Edition Green Container
179	Racers / Tiny Turbos	8134-1	Night Crusher
179	Racers / Power Racers	8136-1	Fire Crusher
179	Racers / Power Racers	8137-1	Booster Beast
179	Racers / Power Racers	8138-1	Phantom Crasher
179	Racers / Power Racers	8139-1	Night Blazer
179	Racers / Power Racers	8140-1	Tow Trasher
179	Racers / Power Racers	8141-1	Off Road Power
179	Racers / Tiny Turbos	K8130-1	Tiny Turbo III Collection
395	Samsonite / Basic Set	502-1	Deluxe Set with Storage Case
395	Samsonite / Supplemental	166-2	Vehicles Accessory Pack / Vehicle Extra Parts Kit
273	BIONICLE	7716-1	QUICK Good Guy White polybag
171	Creator / Basic Model	K4915-1	Mini Pods Collection
423	Classic / Supplemental	1223-2	2 x 2 & 2 x 4 Curved Bricks
273	BIONICLE	8026-1	Kraatu
437	Explore / Explore Imagination / DUPLO / Basic Set	4087-1	Bucket XL Bunte Welte (Colorful World)
395	Samsonite / Basic Set	704-2	Master Discovery Set
67	Town / City / Traffic	7991-1	Recycle Truck
67	Town / City / Construction	7990-1	Cement Mixer
171	Creator / Model / Airport	4953-1	Fast Flyers
54	Aquazone / Aquaraiders II	K7775-1	Complete Aqua Raiders Collection
67	Town / City / Fire	K7945-1	Firefighter Collection
568	Exo-Force	K8102-1	Humans vs. Robots Battle Machine Collection
59	MINDSTORMS / NXT	MS1038-1	Color Sensor for Mindstorms NXT
67	Town / City / Fire	66174-1	Firemen Bundle (7238, 7239, 7240, 7241)
36	Technic / Model / Farm	8284-2	Tractor / Dune Buggy
67	Town / City / Fire	7906-1	Fire Boat (Fireboat)
67	Town / City / Harbor	7994-1	City Harbor
