Category ID	Category Name	Number	Name	Year Released	Weight (in Grams)
67	Town / Classic Town	jbl008	Jacket Blue - Black Legs, Black Cap	1997	3.37
67	Town / Classic Town	pln071	Plain Red Torso with Red Arms, Red Legs, Black Male Hair	1982	3.36
67	Town / Classic Town	pln072	Plain White Torso with White Arms, Red Legs, Red Hat	1980	3.4
67	Town / Classic Town	pln073	Plain Red Torso with Red Arms, Black Legs, Brown Male Hair	1980	3.36
67	Town / Classic Town	pln074	Plain Blue Torso with Blue Arms, Light Gray Legs, Black Male Hair	1983	3.36
67	Town / Classic Town	pln075	Plain Blue Torso with White Arms, Blue Legs, Black Female Hair	1985	3.33
67	Town / Classic Town	pln076	Plain Blue Torso with Blue Arms, Blue Legs, Red Construction Helmet	1986	3.38
67	Town / Classic Town	pln077	Plain Blue Torso with White Arms, Blue Legs, Brown Female Hair	1984	3.33
67	Town / Classic Town	pln078	Plain White Torso with White Arms, Blue Legs, Light Gray Cowboy Hat	1980	3.67
67	Town / Classic Town	pln079	Plain Red Torso with Red Arms, Black Legs, Red Construction Helmet, Yellow Chevron Vest	?	3.38
67	Town / Classic Town	pln080	Plain Black Torso with Yellow Arms, White Legs, Sunglasses, Black Helmet, Trans-Light Blue Visor	1994	3.68
67	Town / Classic Town	pln081	Plain Blue Torso with White Arms, Light Gray Legs, Brown Male Hair	1992	3.36
67	Town / Classic Town	jbr012	Jacket Brown - Light Gray Legs, Black Male Hair, Life Jacket	1994	4.05
67	Town / Classic Town	trn101	Suit with 3 Buttons Black - Blue Legs, Brown Male Hair	1986	3.36
67	Town / Classic Town	jred015	Jacket Red with Zipper - Red Arms - Red Legs, White Classic Helmet	1983	3.4
67	Town / Classic Town	twn016	Shirt with 2 Pockets, Black Legs, Black Ponytail Hair	1996	3.57
67	Town / Classic Town	jred016	Jacket Red with Zipper - Red Arms - Black Legs, Red Construction Helmet	1983	3.38
67	Town / Classic Town / Gas Station	shell010	Shell - Classic - Blue Legs, Red Cap	1985	3.37
67	Town / Classic Town / Harbor	boat006	Boat Worker - Torso with Anchor, Blue Legs, White Construction Helmet, Life Jacket	1991	4.17
67	Town / Classic Town	pln082	Plain Black Torso with Yellow Arms, Yellow Legs, Red Cap	1989	3.37
67	Town / Classic Town	hor022	Horizontal Lines Red - Red Arms - White Legs, Black Ponytail Hair, Life Jacket	1992	4.28
67	Town / Classic Town	hor023	Horizontal Lines Blue - Blue Arms - White Legs, Blue Cap, Life Jacket	1991	4.11
67	Town / Classic Town / Harbor	boat007	Boat Worker - Torso with Anchor, Blue Legs, White Hat, Life Jacket	1991	4.25
67	Town / Classic Town	hor024	Horizontal Lines Red - White Arms - Red Legs, Red Ponytail Hair	1992	3.57
67	Town / Classic Town / Fire	firec019	Fire - Black Fire Helmet, Light Gray Air Tanks	1978	4
67	Town / Classic Town / Gas Station	shell013	Shell - Classic - Red Legs, Red Hat	1986	3.4
67	Town / Classic Town	pln084	Plain Red Torso with Red Arms, Blue Legs, Blue Hat	1980	3.4
67	Town / Classic Town	pln085	Plain Blue Torso with Blue Arms, Blue Legs, Red Construction Helmet, Yellow Vest	1980	3.6
67	Town / Classic Town	jred017	Jacket Red with Zipper - Red Arms - Red Legs, Black Pigtails Hair	1983	3.26
67	Town / Classic Town	pln086	Plain Blue Torso with Blue Arms, Black Legs, Blue Hat	1982	3.4
67	Town / Classic Town	pln087	Plain Black Torso with Blue Arms, Blue Legs, Brown Male Hair	1982	3.36
67	Town / Town Jr. / Fire	firec020	Fire - Flame Badge and Straight Line, Black Legs, Black Male Hair	1997	3.36
67	Town / Classic Town / Traffic	twn448s	Plain Blue Torso with Blue Arms, Black Legs, Blue Hat, Yellow Vest with Black Chevrons (Stickers)	1978	3.66
124	Train	trn102	LEGO Loco Super Station Master	1998	3.4
67	Town / Classic Town	trn103	Jogging Suit, Dark Gray Legs, Black Ponytail Hair	1997	3.57
61	Pirates / Pirates I	pi078	Pirate Shirt with Knife, Black Legs, Black Pirate Hat with Skull	1992	3.58
67	Town / Classic Town	pln089	Plain Blue Torso with Blue Arms, Blue Legs, Blue Cap	1999	3.37
67	Town / Classic Town	pln090	Plain White Torso with White Arms, Blue Legs, Red Cap	1985	3.37
67	Town / Classic Town	pck020	Jacket Green with 2 Large Pockets - Green Legs, Green Cap	1997	3.37
473	Sports / Soccer	pln091	Plain Green Torso with Green Arms, Black Legs, Black Male Hair	1998	3.36
67	Town / Classic Town	trn104	Suit with 2 Pockets White - Light Gray Legs, Black Cap	1998	3.37
67	Town / Town Jr. / Construction	jbl009	Bulldozer Logo - Blue Legs, Red Cap	1998	3.37
473	Sports / Soccer	pln092	Plain Yellow Torso with Yellow Arms, Black Legs, Light Gray Cap	1998	3.4
473	Sports / Soccer	pln093	Plain Blue Torso with Blue Arms, Black Legs, White Cap	1998	3.42
67	Town / Classic Town	trn105	Shirt with 2 Pockets, Blue Legs, Black Male Hair	1998	3.36
67	Town / Classic Town	ovr022	Overalls Blue with Pocket, Blue Legs, Black Cap	1998	3.37
67	Town / Classic Town	pln094	Plain Yellow Torso with Yellow Arms, Black Legs, Black Cap	2000	3.37
67	Town / Classic Town	pln095	Plain Green Torso with Green Arms, Black Legs, Black Cap	2000	3.37
67	Town / Classic Town	twn017	Patron - Red Torso with Buttons and Collar (Torso Sticker), Blue Legs, Black Pigtails Hair	1978	3.26
67	Town / Classic Town	twn018	Patron - Black Torso with Pockets and Collar (Torso Sticker), Blue Legs, Black Pigtails Hair	1978	3.26
67	Town / Classic Town	twn019s	Patron - Black Suit with Two Buttons and Red Tie (Torso Sticker), Black Legs, Black Cowboy Hat	1978	3.43
9	Castle / Knights Kingdom I	cas279	Knights Kingdom I - Gilbert the Bad, Black Dragon Helmet, Horns, Quiver	2000	4.26
277	LEGOLAND	old012	LEGOLAND - Red Torso, Red Legs, Black Hat	1975	2.71
277	LEGOLAND	old013	LEGOLAND - Blue Torso, Red Legs, Black Hat	1975	2.71
277	LEGOLAND	old014	LEGOLAND - Red Torso, Blue Legs, Black Hat	1975	2.71
277	LEGOLAND	old015	LEGOLAND - Blue Torso, Red Legs, Red Hat	1975	2.71
277	LEGOLAND	old016	LEGOLAND - White Torso, Red Legs, Red Hat	1977	2.71
277	LEGOLAND	old019	LEGOLAND - Red Torso, Blue Legs, Red Hat	1975	2.71
277	LEGOLAND	old020	LEGOLAND - Blue Torso, White Legs, Black Pigtails Hair	1975	2.78
277	LEGOLAND	old021	LEGOLAND - White Torso, White Legs, Black Pigtails Hair	1975	2.78
277	LEGOLAND	old022	LEGOLAND - Blue Torso, Blue Legs, Red Pigtails Hair	1975	2.78
277	LEGOLAND	old023	LEGOLAND - Blue Torso, Yellow Legs, Red Hat	1975	2.71
277	LEGOLAND	old024	LEGOLAND - White Torso, Black Legs, Black Hat	1976	2.71
277	LEGOLAND	old025	LEGOLAND - Red Torso, Red Legs, Red Hat	1976	2.71
277	LEGOLAND	old026	LEGOLAND - White Torso, Red Legs, Black Pigtails Hair	1977	2.78
277	LEGOLAND	old027	LEGOLAND - Black Torso, Blue Legs, Black Cowboy Hat	1977	2.92
277	LEGOLAND	old028	LEGOLAND - Blue Torso, Blue Legs, Black Cowboy Hat	1976	2.92
277	LEGOLAND	old029	LEGOLAND - Blue Torso, Black Legs, White Cowboy Hat	1976	2.88
277	LEGOLAND	old030	LEGOLAND - Blue Torso, Black Legs, Black Cowboy Hat	1976	2.92
277	LEGOLAND	old031	LEGOLAND - Red Torso, Red Legs, Blue Hat	1976	2.71
277	LEGOLAND	old032	LEGOLAND - Black Torso, Black Legs, Black Pigtails Hair	1976	2.78
277	LEGOLAND	old033	LEGOLAND - Red Torso, Blue Legs, Blue Hat	1976	2.71
277	LEGOLAND	old034	LEGOLAND - Red Torso, Blue Legs, Black Pigtails Hair	1976	2.78
67	Town / Classic Town	pck021	Jacket Green with 2 Large Pockets - Black Legs, Black Cap	1998	3.37
67	Town / Classic Town	zip026	Jacket with Zipper - Blue, Black Legs, White Helmet, Trans-Light Blue Visor	1989	3.68
67	Town / Classic Town	pln096	Plain Black Torso with Yellow Arms, Red Legs, Sunglasses, Black Male Hair	1997	3.36
67	Town / Classic Town	jbr013	Jacket Brown - Black Legs, Red Cap, Black Sunglasses, Life Jacket	1996	4.11
67	Town / Classic Town	pln097	Plain Black Torso with Yellow Arms, Blue Legs, Sunglasses, Blue Cap, Life Jacket	1996	4.11
67	Town / Classic Town	ver013	Vertical Lines Red & Blue - Blue Arms - Red Legs, Red Classic Helmet	1983	3.4
36	Technic	tech033as	Technic Figure Blue Legs, Blue Top with Chest Plate, Black Hair, Black Helmet - With Stickers	2000	17
36	Technic	tech034as	Technic Figure Red Legs, Red Top with Chest Plate, Black Hair, White Helmet - With Stickers	2000	17
67	Town / Classic Town / Hospital	doc016	Doctor - Stethoscope, White Legs, Black Female Hair	1986	3.52
67	Town / Classic Town / Post Office	post004	Post Office - Black Legs, Black Male Hair	1986	3.36
67	Town / Town Jr.	rep004	Repair - Overalls Red with Wrench Pattern, Red Legs, Blue Cap	1999	3.37
67	Town / Town Jr.	rep005	Repair - Phone Repair Crew	1998	3.37
67	Town / Classic Town	trn107	Jacket Brown - Light Gray Legs, Green Cap, Black Sunglasses	1998	3.37
67	Town / Classic Town	trn108	Leather Jacket with Zippers - Black Legs, White Helmet	1998	3.68
67	Town / Town Jr. / Police	cop041	Police - Zipper with Sheriff Star, Black Cap, Black Sunglasses	2000	3.33
34	Space / Classic Space	sp052	Classic Space - White with Blue Jet Pack with Stud On Front	?	4
67	Town / Classic Town	trn109	Plain White Torso with White Arms, Blue Legs, Red Hat	1978	3.4
67	Town / Classic Town	trn110	Plain Blue Torso with Blue Arms, Blue Legs, Black Pigtails Hair	1981	3.26
157	Time Cruisers / Twisters	gen012	Ghost with White Legs	1997	6
9	Castle / Royal Knights	cas239	Royal Knights - Knight 1, Black Chin-Guard, with Quiver	1995	4.13
9	Castle / Crusaders	cas238	Crusader Axe - Red Legs with Black Hips, Dark Gray Chin-Guard, Quiver	1984	4.1
9	Castle	cas237	Castle	?	4.1
1166	Games	game001	Leather Jacket with Zippers - Black Legs, Skeleton Head, Black Top Hat, White Hands	1997	3.63
1166	Games	game004	Jacket Blue - Sunglasses, Blue Legs, No Headgear (Blue Cruiser)	1997	3.07
1166	Games	game005	Jacket 2 Stars Red - Red Legs, No Headgear (Red Cruiser)	1997	2.97
1166	Games	game002	Jacket Green with 2 Large Pockets - Sunglasses, Green Legs, No Headgear (Green Cruiser)	1997	2.97
1166	Games	game003	Jacket Brown - Brown Legs, No Headgear (Brown Cruiser)	1997	2.97
277	LEGOLAND	old035	LEGOLAND - Blue Torso, Blue Legs, Black Hat	1976	2.71
277	LEGOLAND	old036	LEGOLAND - White Torso, Black Legs, Red Pigtails Hair	1976	2.78
277	LEGOLAND	old038	LEGOLAND - White Torso, Yellow Legs, Red Pigtails Hair	1976	2.78
167	DUPLO / Action Wheelers	4555pb026	Duplo Figure, Male Action Wheeler, Blue Racing Suit with Harness Straps, Black Racing Helmet (4141891)	2000	17.5
167	DUPLO	4555pb004	Duplo Figure, Female, Rose Pink Legs, White Blouse, Black Hair (75184)	1992	17.6
67	Town / Classic Town	ver014	Vertical Lines Red & Blue - Red Arms - Red Legs, Black Male Hair	1987	3.36
67	Town / Space Port	spp016	Space Port - Astronaut C1, White Legs, White Helmet, Gold Large Visor	1999	4
227	Harry Potter / Sorcerer's Stone	hp040	Draco Malfoy - Slytherin Torso, Black Cape with Stars	2001	3.55
67	Town / Classic Town	lea005	Leather Jacket with Zippers - Black Legs, Black Helmet, Black Visor, Male	1998	3.68
48	Belville	belvfairy01a	Belville Fairy (Millimy) - Pink with Moon Pattern, Wings, Bow	2000	3.69
48	Belville	belvfairy02	Belville Fairy (Millimy) - Medium Green with Stars Pattern (4119536)	1999	3.5
48	Belville	belvfairy03	Belville Fairy (Millimy) - Medium Blue with Moon Pattern (4129898)	2000	3.5
48	Belville	belvfairy04	Belville Fairy (Millimy) - Dark Pink with Stars Pattern (4119535)	1999	3.5
167	DUPLO / DUPLO, Train	4555pb075	Duplo Figure, Male, Black Legs, Black Top with 4 Yellow Buttons and Red Tie, Black Hat, Curly Moustache (Train Engineer)	1996	16.36
227	Harry Potter / Chamber of Secrets	hp037	Draco Malfoy - Black Sweater	2003	3.36
227	Harry Potter / Chamber of Secrets	hp038	Harry Potter - Sand Green Sweater Torso, Blue Legs	2003	3.72
227	Harry Potter / Chamber of Secrets	hp039	Lucius Malfoy - Black Suit	2003	3.3
167	DUPLO	4555pb008	Duplo Figure, Female, Yellow Legs, Red Sweater with Yellow V Stitching, Brown Hair, Turned Up Nose	1994	17.6
167	DUPLO	4555pb032	Duplo Figure, Male, Blue Legs, Yellow Top with Tennis Racket and Ball Pattern, Brown Hair	1989	16
167	DUPLO	4555pb009	Duplo Figure, Female, Light Green Legs, White Top with Light Green Overalls with Pink Buttons, Fabuland Brown Hair (Patty)	1993	16
167	DUPLO	6453pb013	Duplo Figure, Child Type 2 Girl, White Legs, Medium Green Riding Jacket, Black Riding Hat	1996	12
167	DUPLO / DUPLO, Town	6453pb006	Duplo Figure - Male, Child Boy, Blue Legs, Yellow Top with Overalls Pattern, Brown Hair, Nougat Head (75487)	1994	11.19
167	DUPLO	6453pb018	Duplo Figure, Child Type 2 Boy, Blue Legs, White Sweater with Chain Pattern, Dark Orange Hair	1995	10
167	DUPLO	4943pb003	Duplo Figure, Child Type 1 Boy, Yellow Legs, Blue Top with Red Suspenders, Red Hair, Freckles, White in Eyes	1986	11.6
36	Technic	tech029	Technic Figure Black Legs, Light Gray Top with Police Pattern, Black Arms	1996	12
167	DUPLO	4555pb015	Duplo Figure, Female, Blue Legs, Red Jacket, Light Gray Hair, Glasses	1996	16
167	DUPLO	6453pb016	Duplo Figure, Child Type 2 Girl, Blue Legs, Yellow Top with Collar and 2 Buttons, Black Hair	1994	10
65	Star Wars / Star Wars Episode 2	sw0100	Anakin Skywalker (Padawan) - Yellow Head	2002	3.32
390	Holiday & Event / Christmas	hol008	Santa, Red Legs with White Hips	2000	4.68
34	Space / M:Tron	sp054	M:Tron	?	4
9	Castle / Dragon Knights	cas236	Dragon Knights - Dragon Master, Blue Plumes, Dragon Cape	1993	4.52
34	Space / Blacktron II	sp055	Blacktron 2 with Jet Pack	1991	5.52
9	Castle / Black Knights	cas235	Scale Mail - Red with Black Arms, Light Gray Legs with Black Hips, Dark Gray Chin-Guard, Quiver	1993	4.04
9	Castle / Wolfpack	cas234	Wolfpack - Eye Patch, Brown Arms and Black Legs, Black Hood and Red Cape	1993	3.85
67	Town / Classic Town	pln098	Plain Red Torso with Red Arms, Red Legs, Brown Female Hair	1985	3.33
67	Town / Classic Town / Gas Station	oct046	Octan - White Logo, White Legs, Black Female Hair	2002	3.33
179	Racers	rac019	Racer Driver, Red with White Balaclava, Black Helmet with Red/Silver	2003	3.68
67	Town / Town Jr. / Coast Guard	res009	Coast Guard City Center Chief	1999	3.36
67	Town / Town Jr. / Coast Guard	res010	Coast Guard City Center - Red Collar & Arms, Black Legs, Black Ponytail Hair	1999	3.57
174	Studios	stu015	Male Actor 3, Driver, Black Helmet, Trans-Neon Green Visor	?	3.68
78	FreeStyle	trn111	Jacket Green with 2 Large Pockets - Black Legs, Brown Male Hair	1997	3.36
67	Town / Classic Town / Hospital	doc018	Doctor - Straight Line, White Legs, Brown Female Hair	1987	3.31
167	DUPLO / Little Forest Friends	31233pb04	Duplo Figure Little Forest Friends, Male, White Outfit with Bee Pattern (Dozey Meadowsweet) (4142313)	1999	12
167	DUPLO	4555pb076	Duplo Figure, Male, Blue Legs, Red Top with Blue Overalls, Construction Hat White, Turned Up Nose	1988	15.6
167	DUPLO / Dino	4555pb035	Duplo Figure, Male, Brown Legs, Nougat Top (Caveman)	1997	16
167	DUPLO / Dino	6453pb002	Duplo Figure, Child Type 2 Girl, Brown Legs, Animal Tooth / Claw Necklace, Black Hair (Caveman)	1997	11
167	DUPLO / DUPLO, Town / Safari	4555pb039	Duplo Figure, Male, Light Gray Legs, Tan Top, Cowboy Hat	1994	17
167	DUPLO	6453pb010	Duplo Figure, Child Type 2 Boy, Red Legs, Yellow Sweater with Red Collar	1994	11.1
36	Technic	tech037a	Technic Figure White Legs, White Top with Red Arrow-Type Stripes Pattern, Blue Arms, Blue Helmet	1993	14
36	Technic	tech019	Technic Figure Black Legs, White Top with Police Logo, Black Arms (4119034)	1999	12
67	Town / Classic Town	trn112	Suit with 2 Pockets White - Light Gray Legs, White Cap	1999	3.37
36	Technic	tech036a	Technic Figure White Legs, White Top with Red Vest, Red Arms, Black Hair, Red Helmet	1993	14
9	Castle / Classic Castle	cas233	Classic - Knight, Shield Red/Gray, Light Gray Legs with Red Hips, Light Gray Neck-Protector	1982	3.8
9	Castle / Classic Castle	cas232	Classic - Knights Tournament Knight Black, Black Legs with Red Hips, Red Helmet, Black Visor	1983	3.56
9	Castle / Black Falcons	cas231	Breastplate - Blue with Black Arms, Black Legs, Black Grille Helmet, Red Plume	1984	5.5
48	Belville	belvbaby06	Belville Female, Baby Girl  - Pink Outfit with Leafy Collar Pattern (4184968)	2003	4
48	Belville	belvfemale26	Belville Female, Adult Woman (Princess / Bride) - Pink Shorts, White Top with Flowers and Gold Lace Trim Pattern, Very Light Orange Hair, White Shoes (4129895)	2000	16.4
48	Belville	belvfemale27	Belville Female, Child Girl (Cherrie Blossom) - Pink Top with Flowers Pattern, Very Light Orange Hair, Pink Shoes (4183411)	2003	9
48	Belville	belvfemale28	Belville Female, Child Girl (Josephine) - White Top with Flowers and Leaves Pattern, Very Light Orange Hair, White Shoes (4186300)	2003	9
48	Belville	belvfemale30	Belville Female, Child Girl (Princess Vanilla) - Dark Pink Top with Flowers Pattern, Very Light Orange Hair, Dark Pink Shoes (4185597)	2003	9.12
48	Belville	belvfemale29	Belville Female, Child Girl (Princess Flora) - Medium Green Top with Flowers Pattern, Dark Orange Hair, Dark Pink Shoes (4183724)	2003	9.12
67	Town / Classic Town	ncklc011	Necklace Gold - Blue Legs, Red Pigtails Hair	1982	3.26
67	Town / Classic Town	trn113	Suit with 3 Buttons Black - White Legs, Brown Male Hair	1982	3.36
67	Town / Classic Town	trn114	Suit with 3 Buttons Blue - Black Legs, Black Hat	1982	3.4
174	Studios	wc4060	Grip with Light Gray Legs, Red Cap	2001	3.37
170	Alpha Team / Mission Deep Sea	alp018	Ogel Minion Commander - Emblem on Torso	2002	4
9	Castle / Royal Knights	cas060a	Royal Knights - King, with Blue Legs without Cape and Plume	1995	4.07
167	DUPLO	4943pb002	Duplo Figure, Child Type 1 Baby, Yellow Legs, Yellow Body, Yellow Bonnet	1986	11
48	Belville	belvfemale35	Belville Female, Child Girl (Pamela) - White Shorts, Blue Top with Flowers Pattern, Very Light Orange Hair, Blue Shoes (4107499)	1997	10
48	Belville	belvfemale36	Belville Female, Adult Woman (Horse Rider) - White Shorts, Pink Shirt with Dark Pink Bandana Pattern, Very Light Orange Hair, Black Shoes (4107494 / 4190094)	1997	14.76
65	Star Wars / Star Wars Episode 4/5/6	sw0101	Snowtrooper, Light Gray Hips, White Hands	2003	4.3
65	Star Wars / Star Wars Episode 4/5/6	sw0102	AT-AT Driver - Red Imperial Logo, Yellow Head	2003	4
34	Space / Futuron	sp056	Futuron - Red/Green with Black Helmet	1991	3.68
34	Space / Futuron	sp057	Futuron - Black/Yellow with Yellow Helmet	1991	3.68
473	Sports / Soccer	soc098	Soccer Player White Team Goalie with #1	2002	3.37
62	Rock Raiders	rck008	Axel - Black Visor	2000	3.86
62	Rock Raiders	rck009	Jet - Trans-Light Blue Visor	2000	3.86
9	Castle / Classic Castle	cas230	Classic - Knights Tournament Knight Red, Black Legs with Red Hips	1979	3.8
9	Castle / Classic Castle	cas229	Classic - Knights Tournament Knight Black, Red Legs with Black Hips, Light Gray Neck-Protector	1982	3.8
36	Technic	tech021	Technic Figure Blue Legs, Light Gray Top with Orca Pattern, Blue Arms	1996	12
516	4 Juniors / Jack Stone	js018	Res-Q - Open Faced Helmet without Sunglasses	2001	6
34	Space / RoboForce	sp058	RoboForce Red with Plain Legs	1997	5
48	Belville	belvfairy05	Belville Fairy (Millimy) - Light Yellow with Stars Pattern (4119533)	1999	3.5
78	FreeStyle	fre002	FreeStyle Timmy with Black Legs and Green Wizard / Witch Hat	1998	4.33
167	DUPLO	4555pb077	Duplo Figure, Female, Red Legs, Yellow Top with Red Buttons & Wrench in Pocket, Construction Hat White	1995	15.6
174	Studios	stu010a	Female with Crop Top and Navel Pattern - LEGO Logo on Back, Red Hair	2001	3.57
9	Castle / Black Falcons	cas301	Black Falcon - Black Legs, Black Chin-Guard, Shield Bottom Round, Quiver	1984	4.04
153	Fabuland	fab2i	Fabuland Bulldog - Fireman, White Head, Red Fire Helmet and Top with Buttons	1987	11.6
167	DUPLO / Western	31181pb03	Duplo Figure, Female Lady, Brown Dress, Yellow Top, Black Hair (Native American)	1998	18
167	DUPLO / Western	6453pb015	Duplo Figure, Child Type 2 Boy, Green Legs, Green Top, Black Hair (Native American)	1998	12
167	DUPLO / Action Wheelers	4555pb037	Duplo Figure, Male Action Wheeler, Blue Legs, Dark Gray Top with ID Badge with Belt, Yellow Cap, Sunglasses (4141907)	2000	16.7
174	Studios	stu013a	Assistant Female with White Bandana, Blue Cap	2000	3.51
34	Space / Classic Space	sp059	Classic Space	?	4
153	Fabuland	fab3f	Fabuland Cat - Charlie Cat, Brown Head, Yellow Legs and Arms, Red Top	1979	7.4
53	Adventurers / Orient Expedition	adv045	Dragon Fortress Guardian - Bat Helmet, Armor	2003	4
53	Adventurers / Orient Expedition	adv046	Dragon Fortress Guard - Conical Helmet	2003	4
9	Castle	cas281	Castle	?	3.76
9	Castle / Classic Castle	cas282	Classic - Knights Tournament Knight Black, Red Legs, Light Gray Helmet, Red Visor	1984	3.56
167	DUPLO	4555pb005	Duplo Figure, Female, Yellow Legs, Dark Gray Top with Yellow Zipper and Blue Arms, Black Ponytail	2002	17.81
167	DUPLO	4555pb025	Duplo Figure, Male, Dark Gray Legs, Dark Gray Zippered Coat, Blue Arms, Black Hair	2002	15.93
124	Train	trn001	Orange Vest with Safety Stripes - Blue Legs, Moustache, Red Construction Helmet	2003	3.3
277	LEGOLAND	old037	LEGOLAND - Black Torso, Black Legs, White Pigtails Hair	1975	2.78
67	Town / Classic Town	bb0001	Bill	1980	3.36
67	Town / Classic Town	bb0002	Mary	1980	3.26
167	DUPLO / DUPLO, Town / Police	4555pb063	Duplo Figure, Male Police, Light Gray Legs, Black Top with 3 Buttons and Badge, Blue Aviator Helmet	1996	16
167	DUPLO / DUPLO, Town / Police	4555pb018	Duplo Figure, Female Police, Light Gray Legs, Yellow Hair	1996	16
167	DUPLO / DUPLO, Town / Police	4555pb053	Duplo Figure, Male, Black Legs, White Top with 2-672 Number on Chest, Black Hair, Black Hands, Stubble (Jailbreak Joe)	1996	16
167	DUPLO	4555pb019	Duplo Figure, Female, Black Legs, Red Tie and Black Suit, Yellow Hair	1996	16
167	DUPLO / DUPLO, Town / Police	4555pb059	Duplo Figure, Male Police, Dark Gray Legs, Black Top with Zipper, Tie and Badge, Brown Hair	2002	14
167	DUPLO	6453pb005	Duplo Figure, Child Type 2 Boy, Blue Legs, Red Top with Blue Overalls, Brown Hair	1996	11.19
167	DUPLO	6453pb022	Duplo Figure, Child Type 2 Girl, Dark Pink Legs, Yellow Top with Dark Pink Overalls and Hearts on Straps	1994	11
167	DUPLO	6453pb014	Duplo Figure, Child Type 2 Girl, Red Legs, White Top with Red, Yellow and Blue Designs, Black Riding Hat	1996	12
167	DUPLO	6453pb021	Duplo Figure, Child Type 2 Girl, Red Legs, White Top with Red Overalls with one Strap	2002	11.33
167	DUPLO	6453pb012	Duplo Figure, Child Type 2 Boy, Blue Legs, Red Top with Dark Gray Shirt, Brown Hair	2001	10
167	DUPLO	4555pb027	Duplo Figure, Male, Blue Legs, Red Top with Blue Overalls, Blue Cap, Turned Up Nose	1995	16.5
167	DUPLO / DUPLO, Town / Race	4555pb041	Duplo Figure, Male, Orange Legs, Orange Top with Racer Zipper, Green Arms, Black Helmet	2002	17.29
167	DUPLO / DUPLO, Town / Harbor	4555pb055	Duplo Figure, Male, Red Legs, Blue Top, Life Jacket, Brown Hair	1997	17.62
124	Train	trn002	Orange Vest with Safety Stripes - Blue Legs, Beard Stubble, Red Construction Helmet	2003	3.38
277	LEGOLAND	old040	LEGOLAND - Black Torso, Black Legs, Black Cowboy Hat	1975	2.92
277	LEGOLAND	old041	LEGOLAND - Blue Torso, Yellow Legs, Red Cowboy Hat	1975	2.92
277	LEGOLAND	old042	LEGOLAND - Blue Torso, Blue Legs, Blue Cowboy Hat	1975	2.92
277	LEGOLAND	old043	LEGOLAND - Red Torso, Blue Legs, White Cowboy Hat	1975	2.92
277	LEGOLAND	old044	LEGOLAND - White Torso, Red Legs, Black Cowboy Hat	1975	2.92
516	4 Juniors / Jack Stone	js019	Airplane Pilot with Black Pants, Black Shirt and Black Cap with Logo	2002	5.98
53	Adventurers / Orient Expedition	adv047	Dragon Fortress Guard - Conical Helmet, Quiver	2003	4
516	4 Juniors / Jack Stone	js020	Jack Stone - Black Jacket, Black Legs	2002	6
516	4 Juniors / Jack Stone	js022	Crewman with Blue Overalls, Red Shirt	2002	5
516	4 Juniors / Jack Stone	js023	Crewman with Dark Turquoise Shirt and Pants, Tan Arms	2002	6
67	Town / City	chef009	Chef - White Torso with 8 Buttons, White Legs, Long Curly Moustache	2005	3.82
67	Town / World City	twn020	Dark Blue Jacket, Light Blue Shirt, Black Legs, Square Glasses, Black Male Hair	2003	3.36
67	Town	twn021	Town	?	3.37
9	Castle	cas072t	Castle	?	3.62
167	DUPLO / Basic Set	2327pb01	Duplo 2 x 2 x 2 Figure Brick, Blue Base, Striped Overalls, Black Hair, Large Eyes, Freckles on Nose	1992	8
167	DUPLO	31181pb01	Duplo Figure, Female Lady, Dark Pink Dress, Lace Lined Tank Top with Blue Flower	2001	19
167	DUPLO	4555pb074	Duplo Figure, Male, Dark Gray Legs, White Top with Blue Vest with Pocket and Two Buttons, Black Top Hat	2001	17.75
167	DUPLO	4555pb071	Duplo Figure, Male, Green Legs, Red Top Plaid, Brown Cap	1996	16.5
167	DUPLO	6453pb017	Duplo Figure, Child Type 2 Girl, White Legs, Dark Pink Lace Tank Top with Heart, Yellow Hair	2001	11
167	DUPLO	6453pb007	Duplo Figure, Child Type 2 Boy, White Legs, Blue Top with White Stripes on Collar, Brown Hair	2001	10
167	DUPLO	6453pb023	Duplo Figure, Child Type 2 Boy, Dark Gray Legs, Suspenders with Yellow Zipper, Blue Cap	2002	11.38
167	DUPLO / DUPLO, Town / Race	4555pb067	Duplo Figure, Male, Black Legs, Black Top with White Zipper and Racer #1, Yellow Helmet with Black Stripes	2001	17.24
167	DUPLO / DUPLO, Town / Race	4555pb070	Duplo Figure, Male, Red Legs, Red Top with Black Zipper and Racer #2, White Helmet with Checkered Stripe	2001	17.46
167	DUPLO	6453pb024	Duplo Figure, Child Type 2 Baby, White Legs, Green Top with Yellow Bib with Red Lace, White Bonnet (75464)	1994	11.5
167	DUPLO / DUPLO, Town / Race	4555pb083	Duplo Figure, Male, Yellow Legs, Yellow Top with Green Racer Suspenders, Black Helmet with Stripes and Bear Pattern	2001	17.32
473	Sports / Basketball	nba046	NBA Player, Number 8 without Hair	2003	3.5
179	Racers / Williams F1	rac018s	F1 Williams Team Racer - with Torso Sticker	2003	3.65
167	DUPLO / Basic Set	2327pb03	Duplo 2 x 2 x 2 Figure Brick, Blue Base with Yellow Bow, Yellow Head, Red Female Hair (75422)	1994	8
